X,Treatment,Temperature,CO2,Tray,Number,Full_ID,Genotype,Population,Elevation,Transplant_Date,OD_transplant,Date_first_death_observed,Status,Lifetime_Flowered,Lifetime_Fruited,Overwinter_survival,Season_survival,Pre_Vern_Flowered,Post_Vern_Flowered,Date_PreVern_Flowering,Date_PostVern_Flowering,Stem_number_flowering_pre,Height1_flowering_pre,Stem_number_flowering,Height1_flowering,Height2_flowering,Height3_flowering,Height4_flowering,Height5_flowering,Height6_flowering,Height7_flowering,Height8_flowering,Date_silique_pre,Date_silique,Pre_Vern_Fruited,Post_Vern_Fruited,Stem_number_silique_pre,Height1_silique_pre,Height2_silique_pre,Height3_silique_pre,Height4_silique_pre,Height5_silique_pre,Stem_number_silique,Height1_silique,Height2_silique,Height3_silique,Height4_silique,Height5_silique,Height6_silique,Height7_silique,Height8_silique,Height9_silique,Failed_silique_number,Mature_silique_number,Mature_length_siliques,Post_reproductive,Date_post_reproductive,Stem_number_PR,Height1_PR,Height2_PR,Height3_PR,Height4_PR,Height5_PR,Height6_PR,Height7_PR,Height8_PR,Stem_number_Harvest,Height1_Harvest,Height2_Harvest,Height3_Harvest,Height4_Harvest,Height5_Harvest,Width_Census1,Width_Census2,Width_Census3,Width_Census4,Width_Census5,Width_Census6,Width_Census7,Width_Census8,Width_Census9,Width_Census10,Rosette_FW,Rosette_DW,Stem_FW,Stem_DW,Bolt_Leaves_FW,Bolt_Leaves_DW,Flower_FW,Flower_DW,Root_DW,Root_Shoot,Licor_E,Licor_A,Licor_Ca,Licor_Ci,Licor_gsw,Licor_LeafArea,Licor_dryLeafMass,Licor_SLA,Q.anthocyanin,SLA_rosette_June22,Check,Resolution,Next steps
343,T1,High,High,5,458,T1_5_458,262_3,262,2717.292,8/27/2021,239,5,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
344,T1,High,High,5,459,T1_5_459,199_1,199,3502,9/14/2021,257,343,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.77,27.37,47.96,33.31,30.98,34.12,33.11,35.98,NA,0.3453,0.107,0.1171,0.0429,0,0,0,0,0.5432,3.623749166,NA,NA,NA,NA,NA,NA,NA,NA,21.37,97.05581607,,,
345,T1,High,High,5,460,T1_5_460,98_7,98,3011,8/11/2021,223,14,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
346,T1,High,High,5,461,T1_5_461,270_10,270,2553,8/13/2021,225,12,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
347,T1,High,High,5,462,T1_5_462,257_2,257,2754.1728,8/18/2021,230,7,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
348,T1,High,High,5,463,T1_5_463,255_28,255,3341.67,8/17/2021,229,371,0,1,1,1,1,0,1,NA,254,NA,NA,1,142,NA,NA,NA,NA,NA,NA,NA,NA,287,0,1,NA,NA,NA,NA,NA,NA,1,215,NA,NA,NA,NA,NA,NA,NA,NA,5,4,172,1,309,1,217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.85,33.47,36.06,27.49,16.88,23.22,21.97,21.57,NA,0.2639,0.0913,0.0588,0.0273,0,0,0,0,0.3828,3.227655987,NA,NA,NA,NA,NA,NA,NA,NA,1.264,135.6055435,,,
349,T1,High,High,5,464,T1_5_464,107_4,107,3091,8/17/2021,229,371,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.49,90.2,54.57,43.38,32.32,40.3,39.83,43.91,29.31,NA,0.2595,0.104,0.2943,0.1305,0,0,0,0,0.1702,0.725799574,NA,NA,NA,NA,NA,0.208459198,0.0022,94.75418091,4.319,121.2588358,negative photosynthesis + negative E + negative gsw,Fixed,
350,T1,High,High,5,470,T1_5_470,49_2,49,2935,8/18/2021,230,7,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
351,T1,High,High,5,473,T1_5_473,250_28,250,3133,8/17/2021,229,371,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267,0,1,NA,NA,NA,NA,NA,NA,1,204,NA,NA,NA,NA,NA,NA,NA,NA,0,3,111,1,302,1,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.6,74.85,75.56,93.35,34.34,NA,55.79,59.1,51.81,NA,1.1993,0.4243,0.8534,0.3758,0,0,0,0,0.4983,0.62279715,NA,NA,NA,NA,NA,0.519714301,0.0039,133.2600772,8.001,108.8467475,negative E + negative gsw,Fixed,
352,T1,High,High,5,474,T1_5_474,156_5,156,2996,8/27/2021,239,361,0,1,1,1,1,0,1,NA,247,NA,NA,1,200,NA,NA,NA,NA,NA,NA,NA,NA,335,0,1,NA,NA,NA,NA,NA,NA,1,49,NA,NA,NA,NA,NA,NA,NA,NA,0,10,536.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.47,113.79,90.3,79.27,45.17,48.85,52.44,43.43,37.85,NA,0.4353,0.1786,0.3686,0.2148,0,0,0,0,0.3975,1.010421962,NA,NA,NA,NA,NA,NA,NA,NA,17.809,67.46471932,,,
353,T1,High,High,5,475,T1_5_475,283_22,283,2890,9/1/2021,244,356,0,1,1,1,1,0,1,NA,254,NA,NA,1,287,NA,NA,NA,NA,NA,NA,NA,NA,324,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,15,373.2,1,348,1,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.6,45.94,42.49,40,38,39.04,48.38,15.52,18.53,NA,0.198,0.0673,0.4668,0.2788,0,0,0,0,0.4321,1.248483097,0.001112325,8.531472378,648.1285806,406.9831921,0.060864544,0.821148596,0.0056,146.6336779,6.597,142.60231,,,
354,T1,High,High,5,477,T1_5_477,328_2,328,3660,8/13/2021,225,12,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
355,T1,High,High,5,478,T1_5_478,201_2,201,3352,8/13/2021,225,12,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
356,T1,High,High,5,480,T1_5_480,328_2,328,3660,8/13/2021,225,12,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
357,T1,High,High,5,483,T1_5_483,156_5,156,2996,8/27/2021,239,151,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.04,27.04,11.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
358,T1,High,High,5,487,T1_5_487,188_2,188,3126,8/11/2021,223,377,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.72,66.72,73.29,71.82,44.79,53.37,54.92,37.19,28.8,NA,0.6127,0.1881,0.5736,0.2357,0,0,0,0,0.4334,1.022652194,NA,NA,NA,NA,NA,NA,NA,NA,18.097,NA,,,
359,T1,High,High,5,488,T1_5_488,213_1,213,2789.81,8/11/2021,223,377,0,1,1,1,1,0,1,NA,276,NA,NA,1,173,NA,NA,NA,NA,NA,NA,NA,NA,367,0,1,NA,NA,NA,NA,NA,NA,2,245,275,NA,NA,NA,NA,NA,NA,NA,11,33,750.2,1,369,2,235,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.26,39.7,42.2,44.29,33.82,36.58,25.46,18.84,9.73,NA,0.0998,0.0397,0.5952,0.2508,0,0,0,0,0.2958,1.018244406,0.001261906,11.40326334,647.3877,375.3923885,0.071375534,0.855628951,0.0065,131.6352232,9.449,141.7157453,,,
360,T1,High,High,5,490,T1_5_490,270_10,270,2553,8/27/2021,239,5,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
361,T1,High,High,6,491,T1_6_491,211_13A,211,3121.58,8/11/2021,223,377,0,1,1,1,1,0,1,NA,264,NA,NA,1,76,NA,NA,NA,NA,NA,NA,NA,NA,308,0,1,NA,NA,NA,NA,NA,NA,1,145,NA,NA,NA,NA,NA,NA,NA,NA,2,5,227,1,321,1,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.7,52.72,46.55,48.31,38.95,48.52,47.14,54.02,36.84,NA,0.4124,0.1685,0.3377,0.1877,0,0,0,0,0.4771,1.339416058,0.000904106,3.401476432,649.4954667,523.5328121,0.050190218,0.520431148,0.003,173.4770493,8.999,109.1997405,,,
362,T1,High,High,6,492,T1_6_492,303_8,303,3570,8/13/2021,225,375,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.01,45.35,51.79,53.05,32.04,37.95,41.06,38.84,36.52,NA,0.4925,0.1647,0.0811,0.0436,0,0,0,0,0.334,1.603456553,0.006636874,5.016079066,646.8670333,590.67635,0.266933675,1.356561853,0.0086,157.7397503,25.2,119.210235,,,
363,T1,High,High,6,493,T1_6_493,273_37,273,2710,8/27/2021,239,5,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
364,T1,High,High,6,494,T1_6_494,91_2,91,2910,9/14/2021,257,15,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
365,T1,High,High,6,496,T1_6_496,98_7,98,3011,8/11/2021,223,377,0,1,1,1,1,0,1,NA,271,NA,NA,6,188,58,57,44,33,144,NA,NA,NA,345,0,1,NA,NA,NA,NA,NA,NA,1,87,NA,NA,NA,NA,NA,NA,NA,NA,0,19,219.1,1,369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.97,42.08,41.64,40.68,27.88,29.93,32.7,27.97,35.33,NA,0.2258,0.0958,0.3749,0.171,0.0122,0.0038,0,0,0.1865,0.689209165,0.00134493,8.390383357,648.4409667,455.705471,0.076391823,0.677779133,0.0084,80.68799202,0.846,NA,,,
366,T1,High,High,6,500,T1_6_500,250_16,250,3133,9/14/2021,257,343,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.46,30.44,37.55,35.07,31.2,28.05,30.37,30.42,31.91,NA,0.1819,0.0626,0.0924,0.0397,0,0,0,0,0.2408,2.353861193,NA,NA,NA,NA,NA,NA,NA,NA,8.068,157.1131556,,,
367,T1,High,High,6,501,T1_6_501,98_7,98,3011,8/11/2021,223,14,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
368,T1,High,High,6,502,T1_6_502,98_7,98,3011,8/11/2021,223,377,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.7,30.64,35.66,31.6,31.99,36.32,32.47,31.89,30.98,NA,0.2679,0.0904,0.0826,0.0323,0,0,0,0,0.241,1.964140179,0.000320368,3.003410231,649.7668065,368.0668439,0.018016974,0.313764068,0.0019,165.1389832,7.14,118.0344683,,,
369,T1,High,High,6,504,T1_6_504,157_3,157,3004,9/14/2021,257,15,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
370,T1,High,High,6,505,T1_6_505,213_1,213,2789.81,8/11/2021,223,14,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
371,T1,High,High,6,506,T1_6_506,262_3,262,2717.292,8/27/2021,239,5,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
372,T1,High,High,6,508,T1_6_508,102_5,102,3072,8/11/2021,223,377,0,1,1,1,1,0,1,NA,280,NA,NA,1,77,NA,NA,NA,NA,NA,NA,NA,NA,367,0,1,NA,NA,NA,NA,NA,NA,1,106,NA,NA,NA,NA,NA,NA,NA,NA,0,21,545.21,1,369,1,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.73,62.68,34.73,48.26,32.49,38.45,34.72,37.6,33.27,NA,0.3924,0.1205,0.2382,0.0987,0,0,0,0,0.6121,2.792427007,NA,NA,NA,NA,NA,NA,NA,NA,18.322,141.540533,,,
373,T1,High,High,6,509,T1_6_509,158_2,158,3004,8/13/2021,225,12,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
374,T1,High,High,6,512,T1_6_512,273_37,273,2710,8/27/2021,239,5,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
375,T1,High,High,6,514,T1_6_514,91_2,91,2910,9/14/2021,257,22,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
376,T1,High,High,6,518,T1_6_518,199_1,199,3502,9/14/2021,257,343,0,1,1,1,1,0,1,NA,259,NA,NA,1,57,NA,NA,NA,NA,NA,NA,NA,NA,274,0,1,NA,NA,NA,NA,NA,NA,1,65,NA,NA,NA,NA,NA,NA,NA,NA,0,4,38.63,1,300,1,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.02,45.39,45.9,30.07,36.09,40.06,30.53,34.88,NA,0.23,0.0832,0.1443,0.0644,0,0,0,0,0.4203,2.847560976,0.000847075,5.756245851,648.7647742,439.8180952,0.047833918,0.770037382,0.0072,106.9496364,17.43,101.8115884,,,
377,T1,High,High,6,520,T1_6_520,194_2,194,3108,8/20/2021,232,327,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.16,61.26,47.43,NA,27.4,35.86,20.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.403369982,0.0035,115.2485663,25.894,NA,negative E + negative gsw,Fixed,
378,T1,High,High,6,522,T1_6_522,273_18C,273,2710,9/14/2021,257,208,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.42,NA,NA,49.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
379,T1,High,High,6,527,T1_6_527,48_2,48,2951,8/13/2021,225,12,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
380,T1,High,High,6,531,T1_6_531,267_12,267,2498.61,8/20/2021,232,5,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
381,T1,High,High,6,534,T1_6_534,283_22,283,2890,8/13/2021,225,375,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.61,74.62,51.72,51.03,34.17,39.1,37.59,51.97,32.3,NA,0.2021,0.0651,0.2731,0.107,0,0,0,0,0.463,2.690296339,NA,NA,NA,NA,NA,0.716703942,0.0062,115.59741,6.894,357.6358337,Ci is negative,Fixed,
382,T1,High,High,6,538,T1_6_538,185_2,185,3411,9/14/2021,257,22,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
383,T1,High,High,6,542,T1_6_542,211_13A,211,3121.58,8/20/2021,232,368,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.34,20,24.58,26.58,22.05,22.5,18.52,22.83,16.78,NA,0.1912,0.0907,0.0316,0.0134,0,0,0,0,0.1955,1.878001921,NA,NA,NA,NA,NA,NA,NA,NA,32.532,82.30073977,,,
